Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Frequently,1302,Research & Development,6,Master’s Degree,Life Sciences,Low Satisfaction,Male,80,Very High Involvement,Junior Level,Laboratory Technician,Low Satisfaction,Married,5562,19711,3,Yes,13,Excellent Performance,Very High Satisfaction,1,9,3,Better Balance,3,2,0,2
42,No,Travel_Rarely,1059,Research & Development,9,College Graduate,Other,Very High Satisfaction,Male,93,Moderate Involvement,Executive Level,Manager,Very High Satisfaction,Single,19613,26362,8,No,22,Outstanding Performance,Very High Satisfaction,0,24,2,Better Balance,1,0,0,1
35,No,Travel_Rarely,750,Research & Development,28,Bachelor’s Degree,Life Sciences,Moderate Satisfaction,Male,46,Very High Involvement,Junior Level,Laboratory Technician,High Satisfaction,Married,3407,25348,1,No,17,Excellent Performance,Very High Satisfaction,2,10,3,Good Balance,10,9,6,8
34,No,Travel_Frequently,653,Research & Development,10,Master’s Degree,Technical Degree,Very High Satisfaction,Male,92,Moderate Involvement,Junior Level,Healthcare Representative,High Satisfaction,Married,5063,15332,1,No,14,Excellent Performance,Moderate Satisfaction,1,8,3,Good Balance,8,2,7,7
40,No,Travel_Rarely,118,Sales,14,College Graduate,Life Sciences,Very High Satisfaction,Female,84,High Involvement,Junior Level,Sales Executive,Low Satisfaction,Married,4639,11262,1,No,15,Excellent Performance,High Satisfaction,1,5,2,Better Balance,5,4,1,2
43,No,Travel_Rarely,990,Research & Development,27,Bachelor’s Degree,Technical Degree,Very High Satisfaction,Male,87,Very High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Divorced,4876,5855,5,No,12,Excellent Performance,High Satisfaction,1,8,0,Better Balance,6,4,0,2
35,No,Travel_Rarely,1349,Research & Development,7,College Graduate,Life Sciences,High Satisfaction,Male,63,Moderate Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Married,2690,7713,1,No,18,Excellent Performance,Very High Satisfaction,1,1,5,Good Balance,1,0,0,1
46,No,Travel_Rarely,563,Sales,1,Master’s Degree,Life Sciences,Very High Satisfaction,Male,56,Very High Involvement,Senior Level,Manager,Low Satisfaction,Single,17567,3156,1,No,15,Excellent Performance,Moderate Satisfaction,0,27,5,Poor Balance,26,0,0,12
28,Yes,Travel_Rarely,329,Research & Development,24,Bachelor’s Degree,Medical,High Satisfaction,Male,51,High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Married,2408,7324,1,Yes,17,Excellent Performance,High Satisfaction,3,1,3,Better Balance,1,1,0,0
22,No,Non-Travel,457,Research & Development,26,College Graduate,Other,Moderate Satisfaction,Female,85,Moderate Involvement,Entry Level,Research Scientist,High Satisfaction,Married,2814,10293,1,Yes,14,Excellent Performance,Moderate Satisfaction,0,4,2,Good Balance,4,2,1,3
50,No,Travel_Frequently,1234,Research & Development,20,Doctorate,Medical,Moderate Satisfaction,Male,41,High Involvement,Senior Level,Healthcare Representative,High Satisfaction,Married,11245,20689,2,Yes,15,Excellent Performance,High Satisfaction,1,32,3,Better Balance,30,8,12,13
32,No,Travel_Rarely,634,Research & Development,5,Master’s Degree,Other,Moderate Satisfaction,Female,35,Very High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,3312,18783,3,No,17,Excellent Performance,Very High Satisfaction,2,6,3,Better Balance,3,2,0,2
44,No,Travel_Rarely,1313,Research & Development,7,Bachelor’s Degree,Medical,Moderate Satisfaction,Female,31,High Involvement,Executive Level,Research Director,Very High Satisfaction,Divorced,19049,3549,0,Yes,14,Excellent Performance,Very High Satisfaction,1,23,4,Good Balance,22,7,1,10
30,No,Travel_Rarely,241,Research & Development,7,Bachelor’s Degree,Medical,Moderate Satisfaction,Male,48,Moderate Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Married,2141,5348,1,No,12,Excellent Performance,Moderate Satisfaction,1,6,3,Good Balance,6,4,1,1
45,No,Travel_Rarely,1015,Research & Development,5,Doctorate,Medical,High Satisfaction,Female,50,Low Involvement,Junior Level,Laboratory Technician,Low Satisfaction,Single,5769,23447,1,Yes,14,Excellent Performance,Low Satisfaction,0,10,3,Better Balance,10,7,1,4
45,No,Non-Travel,336,Sales,26,Bachelor’s Degree,Marketing,Low Satisfaction,Male,52,Moderate Involvement,Junior Level,Sales Executive,Low Satisfaction,Married,4385,24162,1,No,15,Excellent Performance,Low Satisfaction,1,10,2,Better Balance,10,7,4,5
31,No,Travel_Frequently,715,Sales,2,Master’s Degree,Other,Very High Satisfaction,Male,54,High Involvement,Junior Level,Sales Executive,Low Satisfaction,Single,5332,21602,7,No,13,Excellent Performance,Very High Satisfaction,0,10,3,Better Balance,5,2,0,3
36,No,Travel_Rarely,559,Research & Development,12,Master’s Degree,Life Sciences,High Satisfaction,Female,76,High Involvement,Junior Level,Manufacturing Director,High Satisfaction,Married,4663,12421,9,Yes,12,Excellent Performance,Moderate Satisfaction,2,7,2,Better Balance,3,2,1,1
34,No,Travel_Frequently,426,Research & Development,10,Master’s Degree,Life Sciences,High Satisfaction,Male,42,Very High Involvement,Junior Level,Manufacturing Director,Very High Satisfaction,Divorced,4724,17000,1,No,13,Excellent Performance,Low Satisfaction,1,9,3,Better Balance,9,7,7,2
49,No,Travel_Rarely,722,Research & Development,25,Master’s Degree,Life Sciences,High Satisfaction,Female,84,High Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Married,3211,22102,1,No,14,Excellent Performance,Very High Satisfaction,1,10,3,Good Balance,9,6,1,4
39,No,Travel_Rarely,1387,Research & Development,10,Doctorate,Medical,Moderate Satisfaction,Male,76,High Involvement,Junior Level,Manufacturing Director,Low Satisfaction,Married,5377,3835,2,No,13,Excellent Performance,Very High Satisfaction,3,10,3,Better Balance,7,7,7,7
27,No,Travel_Rarely,1302,Research & Development,19,Bachelor’s Degree,Other,Very High Satisfaction,Male,67,Moderate Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Divorced,4066,16290,1,No,11,Excellent Performance,Low Satisfaction,2,7,3,Better Balance,7,7,0,7
35,No,Travel_Rarely,819,Research & Development,18,Doctorate,Life Sciences,Moderate Satisfaction,Male,48,Very High Involvement,Junior Level,Research Scientist,Low Satisfaction,Married,5208,26312,1,No,11,Excellent Performance,Very High Satisfaction,0,16,2,Better Balance,16,15,1,10
28,No,Travel_Rarely,580,Research & Development,27,Bachelor’s Degree,Medical,Moderate Satisfaction,Female,39,Low Involvement,Junior Level,Manufacturing Director,Low Satisfaction,Divorced,4877,20460,0,No,21,Outstanding Performance,Moderate Satisfaction,1,6,5,Good Balance,5,3,0,0
21,No,Travel_Rarely,546,Research & Development,5,High School or Below,Medical,High Satisfaction,Male,97,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Single,3117,26009,1,No,18,Excellent Performance,High Satisfaction,0,3,2,Better Balance,2,2,2,2
18,Yes,Travel_Frequently,544,Sales,3,College Graduate,Medical,Moderate Satisfaction,Female,70,High Involvement,Entry Level,Sales Representative,Very High Satisfaction,Single,1569,18420,1,Yes,12,Excellent Performance,High Satisfaction,0,0,2,Excellent Balance,0,0,0,0
47,No,Travel_Rarely,1176,Human Resources,26,Master’s Degree,Life Sciences,Very High Satisfaction,Female,98,High Involvement,Executive Level,Manager,High Satisfaction,Married,19658,5220,3,No,11,Excellent Performance,High Satisfaction,1,27,2,Better Balance,5,2,1,0
39,No,Travel_Rarely,170,Research & Development,3,College Graduate,Medical,High Satisfaction,Male,76,Moderate Involvement,Junior Level,Laboratory Technician,High Satisfaction,Divorced,3069,10302,0,No,15,Excellent Performance,Very High Satisfaction,1,11,3,Better Balance,10,8,0,7
40,No,Travel_Rarely,884,Research & Development,15,Bachelor’s Degree,Life Sciences,Low Satisfaction,Female,80,Moderate Involvement,Mid Level,Manufacturing Director,High Satisfaction,Married,10435,25800,1,No,13,Excellent Performance,Very High Satisfaction,2,18,2,Better Balance,18,15,14,12
35,No,Non-Travel,208,Research & Development,8,Master’s Degree,Life Sciences,High Satisfaction,Female,52,High Involvement,Junior Level,Healthcare Representative,High Satisfaction,Married,4148,12250,1,No,12,Excellent Performance,Very High Satisfaction,1,15,5,Better Balance,14,11,2,9
37,No,Travel_Rarely,671,Research & Development,19,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,85,High Involvement,Junior Level,Manufacturing Director,High Satisfaction,Married,5768,26493,3,No,17,Excellent Performance,Low Satisfaction,3,9,2,Good Balance,4,3,0,2
39,No,Travel_Frequently,711,Research & Development,4,Bachelor’s Degree,Medical,Low Satisfaction,Female,81,High Involvement,Junior Level,Manufacturing Director,High Satisfaction,Single,5042,3140,0,No,13,Excellent Performance,Very High Satisfaction,0,10,2,Poor Balance,9,2,3,8
45,No,Travel_Rarely,1329,Research & Development,2,College Graduate,Other,Very High Satisfaction,Female,59,Moderate Involvement,Junior Level,Manufacturing Director,Very High Satisfaction,Divorced,5770,5388,1,No,19,Excellent Performance,Low Satisfaction,2,10,3,Better Balance,10,7,3,9
38,No,Travel_Rarely,397,Research & Development,2,College Graduate,Medical,Very High Satisfaction,Female,54,Moderate Involvement,Mid Level,Manufacturing Director,High Satisfaction,Married,7756,14199,3,Yes,19,Excellent Performance,Very High Satisfaction,1,10,6,Excellent Balance,5,4,0,2
35,Yes,Travel_Rarely,737,Sales,10,Bachelor’s Degree,Medical,Very High Satisfaction,Male,55,Moderate Involvement,Mid Level,Sales Executive,Low Satisfaction,Married,10306,21530,9,No,17,Excellent Performance,High Satisfaction,0,15,3,Better Balance,13,12,6,0
37,No,Travel_Rarely,1470,Research & Development,10,Bachelor’s Degree,Medical,Moderate Satisfaction,Female,71,High Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Married,3936,9953,1,No,11,Excellent Performance,Low Satisfaction,1,8,2,Poor Balance,8,4,7,7
40,No,Travel_Rarely,448,Research & Development,16,Bachelor’s Degree,Life Sciences,High Satisfaction,Female,84,High Involvement,Mid Level,Manufacturing Director,Very High Satisfaction,Single,7945,19948,6,Yes,15,Excellent Performance,Very High Satisfaction,0,18,2,Good Balance,4,2,3,3
44,No,Travel_Frequently,602,Human Resources,1,Doctorate,Human Resources,Low Satisfaction,Male,37,High Involvement,Junior Level,Human Resources,Very High Satisfaction,Married,5743,10503,4,Yes,11,Excellent Performance,High Satisfaction,0,14,3,Better Balance,10,7,0,2
48,No,Travel_Frequently,365,Research & Development,4,Doctorate,Medical,High Satisfaction,Male,89,Moderate Involvement,Senior Level,Manager,Very High Satisfaction,Married,15202,5602,2,No,25,Outstanding Performance,Moderate Satisfaction,1,23,3,Better Balance,2,2,2,2
35,Yes,Travel_Rarely,763,Sales,15,College Graduate,Medical,Low Satisfaction,Male,59,Low Involvement,Junior Level,Sales Executive,Very High Satisfaction,Divorced,5440,22098,6,Yes,14,Excellent Performance,Very High Satisfaction,2,7,2,Good Balance,2,2,2,2
24,No,Travel_Frequently,567,Research & Development,2,High School or Below,Technical Degree,Low Satisfaction,Female,32,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Single,3760,17218,1,Yes,13,Excellent Performance,High Satisfaction,0,6,2,Better Balance,6,3,1,3
27,No,Travel_Rarely,486,Research & Development,8,Bachelor’s Degree,Medical,Moderate Satisfaction,Female,86,Very High Involvement,Entry Level,Research Scientist,High Satisfaction,Married,3517,22490,7,No,17,Excellent Performance,Low Satisfaction,0,5,0,Better Balance,3,2,0,2
27,No,Travel_Frequently,591,Research & Development,2,Bachelor’s Degree,Medical,Very High Satisfaction,Male,87,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Single,2580,6297,2,No,13,Excellent Performance,High Satisfaction,0,6,0,Good Balance,4,2,1,2
40,Yes,Travel_Rarely,1329,Research & Development,7,Bachelor’s Degree,Life Sciences,Low Satisfaction,Male,73,High Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Single,2166,3339,3,Yes,14,Excellent Performance,Moderate Satisfaction,0,10,3,Poor Balance,4,2,0,3
29,No,Travel_Rarely,469,Sales,10,Bachelor’s Degree,Medical,High Satisfaction,Male,42,Moderate Involvement,Junior Level,Sales Executive,High Satisfaction,Single,5869,23413,9,No,11,Excellent Performance,High Satisfaction,0,8,2,Better Balance,5,2,1,4
36,No,Travel_Rarely,711,Research & Development,5,Master’s Degree,Life Sciences,Moderate Satisfaction,Female,42,High Involvement,Mid Level,Healthcare Representative,Low Satisfaction,Married,8008,22792,4,No,12,Excellent Performance,High Satisfaction,2,9,6,Better Balance,3,2,0,2
25,No,Travel_Frequently,772,Research & Development,2,High School or Below,Life Sciences,Very High Satisfaction,Male,77,Very High Involvement,Junior Level,Manufacturing Director,High Satisfaction,Divorced,5206,4973,1,No,17,Excellent Performance,High Satisfaction,2,7,6,Better Balance,7,7,0,7
39,No,Travel_Rarely,492,Research & Development,12,Bachelor’s Degree,Medical,Very High Satisfaction,Male,66,High Involvement,Junior Level,Manufacturing Director,Moderate Satisfaction,Married,5295,7693,4,No,21,Outstanding Performance,High Satisfaction,0,7,3,Better Balance,5,4,1,0
49,No,Travel_Rarely,301,Research & Development,22,Master’s Degree,Other,Low Satisfaction,Female,72,High Involvement,Senior Level,Research Director,Moderate Satisfaction,Married,16413,3498,3,No,16,Excellent Performance,Moderate Satisfaction,2,27,2,Better Balance,4,2,1,2
50,No,Travel_Rarely,813,Research & Development,17,Doctorate,Life Sciences,Very High Satisfaction,Female,50,Moderate Involvement,Mid Level,Research Director,Low Satisfaction,Divorced,13269,21981,5,No,15,Excellent Performance,High Satisfaction,3,19,3,Better Balance,14,11,1,11
20,No,Travel_Rarely,1141,Sales,2,Bachelor’s Degree,Medical,High Satisfaction,Female,31,High Involvement,Entry Level,Sales Representative,High Satisfaction,Single,2783,13251,1,No,19,Excellent Performance,Low Satisfaction,0,2,3,Better Balance,2,2,2,2
34,No,Travel_Rarely,1130,Research & Development,3,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Female,66,High Involvement,Junior Level,Research Scientist,Moderate Satisfaction,Divorced,5433,19332,1,No,12,Excellent Performance,High Satisfaction,1,11,2,Better Balance,11,8,7,9
36,No,Travel_Rarely,311,Research & Development,7,Bachelor’s Degree,Life Sciences,Low Satisfaction,Male,77,High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Single,2013,10950,2,No,11,Excellent Performance,High Satisfaction,0,15,4,Better Balance,4,3,1,3
49,No,Travel_Rarely,465,Research & Development,6,High School or Below,Life Sciences,High Satisfaction,Female,41,Moderate Involvement,Senior Level,Healthcare Representative,High Satisfaction,Married,13966,11652,2,Yes,19,Excellent Performance,Moderate Satisfaction,1,30,3,Better Balance,15,11,2,12
36,No,Non-Travel,894,Research & Development,1,Master’s Degree,Medical,Very High Satisfaction,Female,33,Moderate Involvement,Junior Level,Manufacturing Director,High Satisfaction,Married,4374,15411,0,No,15,Excellent Performance,High Satisfaction,0,4,6,Better Balance,3,2,1,2
36,No,Travel_Rarely,1040,Research & Development,3,College Graduate,Life Sciences,Very High Satisfaction,Male,79,Very High Involvement,Junior Level,Healthcare Representative,Low Satisfaction,Divorced,6842,26308,6,No,20,Outstanding Performance,Low Satisfaction,1,13,3,Better Balance,5,4,0,4
54,No,Travel_Rarely,584,Research & Development,22,Doctorate,Medical,Moderate Satisfaction,Female,91,High Involvement,Senior Level,Manager,High Satisfaction,Married,17426,18685,3,No,25,Outstanding Performance,High Satisfaction,1,36,6,Better Balance,10,8,4,7
43,No,Travel_Rarely,1291,Research & Development,15,College Graduate,Life Sciences,High Satisfaction,Male,65,Moderate Involvement,Senior Level,Research Director,High Satisfaction,Married,17603,3525,1,No,24,Outstanding Performance,Low Satisfaction,1,14,3,Better Balance,14,10,6,11
35,Yes,Travel_Frequently,880,Sales,12,Master’s Degree,Other,Very High Satisfaction,Male,36,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Single,4581,10414,3,Yes,24,Outstanding Performance,Low Satisfaction,0,13,2,Excellent Balance,11,9,6,7
38,No,Travel_Frequently,1189,Research & Development,1,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,90,High Involvement,Junior Level,Research Scientist,Very High Satisfaction,Married,4735,9867,7,No,15,Excellent Performance,Very High Satisfaction,2,19,4,Excellent Balance,13,11,2,9
29,No,Travel_Rarely,991,Sales,5,Bachelor’s Degree,Medical,Low Satisfaction,Male,43,Moderate Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Divorced,4187,3356,1,Yes,13,Excellent Performance,Moderate Satisfaction,1,10,3,Good Balance,10,0,0,9
33,No,Travel_Rarely,392,Sales,2,Master’s Degree,Medical,Very High Satisfaction,Male,93,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Divorced,5505,3921,1,No,14,Excellent Performance,High Satisfaction,2,6,5,Better Balance,6,2,0,4
32,No,Travel_Rarely,977,Research & Development,2,Bachelor’s Degree,Medical,Very High Satisfaction,Male,45,High Involvement,Junior Level,Research Scientist,Moderate Satisfaction,Divorced,5470,25518,0,No,13,Excellent Performance,High Satisfaction,2,10,4,Good Balance,9,5,1,6
31,No,Travel_Rarely,1112,Sales,5,Master’s Degree,Life Sciences,Low Satisfaction,Female,67,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Married,5476,22589,1,No,11,Excellent Performance,Low Satisfaction,2,10,2,Better Balance,10,0,0,2
49,No,Travel_Rarely,464,Research & Development,16,Bachelor’s Degree,Medical,Very High Satisfaction,Female,74,High Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Divorced,2587,24941,4,Yes,16,Excellent Performance,Moderate Satisfaction,1,17,2,Good Balance,2,2,2,2
38,No,Travel_Frequently,148,Research & Development,2,Bachelor’s Degree,Medical,Very High Satisfaction,Female,42,Moderate Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Single,2440,23826,1,No,22,Outstanding Performance,Moderate Satisfaction,0,4,3,Better Balance,4,3,3,3
47,No,Travel_Rarely,1225,Sales,2,Master’s Degree,Life Sciences,Moderate Satisfaction,Female,47,Very High Involvement,Senior Level,Manager,Moderate Satisfaction,Divorced,15972,21086,6,No,14,Excellent Performance,High Satisfaction,3,29,2,Better Balance,3,2,1,2
49,No,Travel_Rarely,809,Research & Development,1,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,36,High Involvement,Senior Level,Manager,High Satisfaction,Single,15379,22384,4,No,14,Excellent Performance,Low Satisfaction,0,23,2,Better Balance,8,7,0,0
41,No,Travel_Rarely,1206,Sales,23,College Graduate,Life Sciences,Very High Satisfaction,Male,80,High Involvement,Mid Level,Sales Executive,High Satisfaction,Single,7082,11591,3,Yes,16,Excellent Performance,Very High Satisfaction,0,21,2,Better Balance,2,0,0,2
20,No,Travel_Rarely,727,Sales,9,High School or Below,Life Sciences,Very High Satisfaction,Male,54,High Involvement,Entry Level,Sales Representative,Low Satisfaction,Single,2728,21082,1,No,11,Excellent Performance,Low Satisfaction,0,2,3,Better Balance,2,2,0,2
33,No,Non-Travel,530,Sales,16,Bachelor’s Degree,Life Sciences,High Satisfaction,Female,36,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Divorced,5368,16130,1,Yes,25,Outstanding Performance,High Satisfaction,1,7,2,Better Balance,6,5,1,2
36,No,Travel_Rarely,1351,Research & Development,26,Master’s Degree,Life Sciences,Low Satisfaction,Male,80,High Involvement,Junior Level,Healthcare Representative,High Satisfaction,Married,5347,7419,6,No,14,Excellent Performance,Moderate Satisfaction,2,10,2,Good Balance,3,2,0,2
44,No,Travel_Rarely,528,Human Resources,1,Bachelor’s Degree,Life Sciences,High Satisfaction,Female,44,High Involvement,Entry Level,Human Resources,Very High Satisfaction,Divorced,3195,4167,4,Yes,18,Excellent Performance,Low Satisfaction,3,8,2,Better Balance,2,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8,High School or Below,Medical,Very High Satisfaction,Male,93,Moderate Involvement,Entry Level,Laboratory Technician,High Satisfaction,Single,3989,20586,1,Yes,11,Excellent Performance,Low Satisfaction,0,5,2,Better Balance,5,4,1,2
38,No,Travel_Rarely,1495,Research & Development,4,College Graduate,Medical,Very High Satisfaction,Female,87,High Involvement,Entry Level,Laboratory Technician,High Satisfaction,Married,3306,26176,7,No,19,Excellent Performance,Very High Satisfaction,1,7,5,Good Balance,0,0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,Master’s Degree,Medical,Moderate Satisfaction,Male,48,Very High Involvement,Mid Level,Healthcare Representative,Very High Satisfaction,Married,7005,3458,3,No,15,Excellent Performance,High Satisfaction,0,11,2,Better Balance,4,3,1,2
48,Yes,Travel_Frequently,708,Sales,7,College Graduate,Medical,Very High Satisfaction,Female,95,High Involvement,Entry Level,Sales Representative,High Satisfaction,Married,2655,11740,2,Yes,11,Excellent Performance,High Satisfaction,2,19,3,Better Balance,9,7,7,7
32,Yes,Travel_Rarely,1259,Research & Development,2,Master’s Degree,Life Sciences,Very High Satisfaction,Male,95,High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Single,1393,24852,1,No,12,Excellent Performance,Low Satisfaction,0,1,2,Better Balance,1,0,0,0
26,No,Non-Travel,786,Research & Development,7,Bachelor’s Degree,Medical,Very High Satisfaction,Male,76,High Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Single,2570,11925,1,No,20,Outstanding Performance,High Satisfaction,0,7,5,Better Balance,7,7,5,7
55,No,Travel_Rarely,1441,Research & Development,22,Bachelor’s Degree,Technical Degree,Low Satisfaction,Male,94,Moderate Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Divorced,3537,23737,5,No,12,Excellent Performance,Very High Satisfaction,1,8,1,Better Balance,4,2,1,2
34,No,Travel_Rarely,1157,Research & Development,5,College Graduate,Medical,Moderate Satisfaction,Male,57,Moderate Involvement,Junior Level,Laboratory Technician,Very High Satisfaction,Married,3986,11912,1,No,14,Excellent Performance,High Satisfaction,1,15,3,Excellent Balance,15,10,4,13
60,No,Travel_Rarely,370,Research & Development,1,Master’s Degree,Medical,High Satisfaction,Male,92,Low Involvement,Mid Level,Healthcare Representative,Very High Satisfaction,Divorced,10883,20467,3,No,20,Outstanding Performance,High Satisfaction,1,19,2,Excellent Balance,1,0,0,0
33,No,Travel_Rarely,267,Research & Development,21,Bachelor’s Degree,Medical,Moderate Satisfaction,Male,79,Very High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Married,2028,13637,1,No,18,Excellent Performance,Very High Satisfaction,3,14,6,Better Balance,14,11,2,13
37,No,Travel_Frequently,1278,Sales,1,Master’s Degree,Medical,High Satisfaction,Male,31,Low Involvement,Junior Level,Sales Executive,Very High Satisfaction,Divorced,9525,7677,1,No,14,Excellent Performance,High Satisfaction,2,6,2,Good Balance,6,3,1,3
34,No,Travel_Rarely,678,Research & Development,19,Bachelor’s Degree,Life Sciences,Moderate Satisfaction,Female,35,Moderate Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,2929,20338,1,No,12,Excellent Performance,Moderate Satisfaction,0,10,3,Better Balance,10,9,8,7
23,Yes,Travel_Rarely,427,Sales,7,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,99,High Involvement,Entry Level,Sales Representative,Very High Satisfaction,Divorced,2275,25103,1,Yes,21,Outstanding Performance,Moderate Satisfaction,1,3,2,Better Balance,3,2,0,2
44,No,Travel_Rarely,921,Research & Development,2,Bachelor’s Degree,Life Sciences,High Satisfaction,Female,96,Very High Involvement,Mid Level,Healthcare Representative,Very High Satisfaction,Married,7879,14810,1,Yes,19,Excellent Performance,Moderate Satisfaction,1,9,2,Better Balance,8,7,6,7
35,No,Travel_Frequently,146,Research & Development,2,Master’s Degree,Medical,Low Satisfaction,Male,79,Moderate Involvement,Entry Level,Research Scientist,Very High Satisfaction,Single,4930,13970,0,Yes,14,Excellent Performance,High Satisfaction,0,6,2,Excellent Balance,5,4,1,4
43,No,Travel_Rarely,1179,Sales,2,Bachelor’s Degree,Medical,Very High Satisfaction,Male,73,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Married,7847,6069,1,Yes,17,Excellent Performance,Low Satisfaction,1,10,3,Better Balance,10,9,8,8
24,No,Travel_Rarely,581,Research & Development,9,Bachelor’s Degree,Medical,High Satisfaction,Male,62,Very High Involvement,Entry Level,Research Scientist,High Satisfaction,Married,4401,17616,1,No,16,Excellent Performance,Very High Satisfaction,1,5,1,Better Balance,5,3,0,4
41,No,Travel_Rarely,918,Sales,6,Bachelor’s Degree,Marketing,Very High Satisfaction,Male,35,High Involvement,Mid Level,Sales Executive,High Satisfaction,Single,9241,15869,1,No,12,Excellent Performance,Moderate Satisfaction,0,10,3,Better Balance,10,8,8,7
29,No,Travel_Rarely,1082,Research & Development,9,Master’s Degree,Medical,Very High Satisfaction,Female,43,High Involvement,Entry Level,Laboratory Technician,High Satisfaction,Married,2974,25412,9,No,17,Excellent Performance,High Satisfaction,1,9,2,Better Balance,5,3,1,2
36,No,Travel_Rarely,530,Sales,2,Master’s Degree,Life Sciences,High Satisfaction,Female,51,High Involvement,Junior Level,Sales Representative,Very High Satisfaction,Single,4502,7439,3,No,15,Excellent Performance,High Satisfaction,0,17,2,Good Balance,13,7,6,7
45,No,Non-Travel,1238,Research & Development,1,High School or Below,Life Sciences,High Satisfaction,Male,74,Moderate Involvement,Mid Level,Healthcare Representative,High Satisfaction,Married,10748,3395,3,No,23,Outstanding Performance,Very High Satisfaction,1,25,3,Good Balance,23,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,22,High School or Below,Human Resources,Very High Satisfaction,Male,58,Low Involvement,Entry Level,Human Resources,High Satisfaction,Married,1555,11585,1,No,11,Excellent Performance,High Satisfaction,1,1,2,Better Balance,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,82,Low Involvement,Senior Level,Sales Executive,High Satisfaction,Married,12936,24164,7,No,11,Excellent Performance,High Satisfaction,0,25,3,Poor Balance,23,5,14,10
26,No,Travel_Rarely,390,Research & Development,17,Master’s Degree,Medical,Very High Satisfaction,Male,62,Low Involvement,Entry Level,Laboratory Technician,High Satisfaction,Married,2305,6217,1,No,15,Excellent Performance,High Satisfaction,3,3,3,Excellent Balance,3,2,0,2
45,No,Travel_Rarely,1005,Research & Development,28,College Graduate,Technical Degree,Very High Satisfaction,Female,48,Moderate Involvement,Senior Level,Research Director,Moderate Satisfaction,Single,16704,17119,1,No,11,Excellent Performance,High Satisfaction,0,21,2,Better Balance,21,6,8,6
32,No,Travel_Frequently,585,Research & Development,10,Bachelor’s Degree,Life Sciences,Low Satisfaction,Male,56,High Involvement,Entry Level,Research Scientist,High Satisfaction,Married,3433,17360,6,No,13,Excellent Performance,Low Satisfaction,1,10,3,Good Balance,5,2,1,3
31,No,Travel_Rarely,741,Research & Development,2,Master’s Degree,Life Sciences,Moderate Satisfaction,Male,69,High Involvement,Entry Level,Laboratory Technician,High Satisfaction,Married,3477,18103,1,No,14,Excellent Performance,Very High Satisfaction,1,6,2,Excellent Balance,5,2,0,3
41,No,Non-Travel,552,Human Resources,4,Bachelor’s Degree,Human Resources,High Satisfaction,Male,60,Low Involvement,Junior Level,Human Resources,Moderate Satisfaction,Married,6430,20794,6,No,19,Excellent Performance,Moderate Satisfaction,1,10,4,Better Balance,3,2,1,2
